"rodadas","appetency","churn","upselling"
224,0.801793268493796,0.731026785714286,0.862637226516385
226,0.801289926992603,0.730963830973244,0.862437687959396
228,0.801246456590227,0.73109524135503,0.86240698971986
230,0.801168667449134,0.731157584884994,0.862446843574697
232,0.801049695821579,0.731083017133469,0.862503392963317
234,0.80099936167146,0.731367841495854,0.862650690656533
236,0.801026816662434,0.731459523157565,0.862821954519212
238,0.800576097227275,0.731645942536379,0.862812260338305
240,0.799647203365982,0.731560372985448,0.862738476850296
242,0.799624324206837,0.732216202472227,0.862748171031202
244,0.799841676218716,0.731794466828352,0.862662000534257
246,0.799496200915624,0.731725705582069,0.862771329352256
248,0.799457306345077,0.73208143042951,0.862788563451645
250,0.800109362380714,0.732199394167579,0.862769175089833
252,0.80022375817644,0.732038951259584,0.862351248179648
254,0.800029285323706,0.732284046901893,0.862402950477815
256,0.799942344518954,0.732517529533719,0.862388409206456
258,0.799910313696151,0.732505916523236,0.862207451162871
260,0.799249105996856,0.732342723165389,0.86252735913278
262,0.798883039450534,0.732147746831482,0.862496660893243
264,0.798814401973099,0.73222781548271,0.862232225180743
266,0.799450442597334,0.73201144676107,0.862305470103146
268,0.799267409324173,0.731547537552809,0.862220376737413
270,0.79935206221301,0.731503530355187,0.862135283371679
272,0.799120982705644,0.731331780042247,0.862092736688812
274,0.799599157131777,0.731262713190424,0.862095968082448
276,0.799233090585455,0.731224818103583,0.861923627088557
278,0.798844144879987,0.731138637341574,0.861897237373868
280,0.79923080266954,0.731128246753247,0.861786831424657
282,0.799066072723695,0.731189979072133,0.861940053339538
284,0.798686278681886,0.731169197895478,0.862324589182156
286,0.79906836063961,0.731128857964325,0.862187254952649
288,0.798933373600653,0.731346449108121,0.862287158872545
290,0.799047769396379,0.731162474573619,0.862185369973029
292,0.7992559697446,0.731205259349085,0.862259153461038
294,0.799304015978805,0.731277993467376,0.862195064153935
296,0.800141393203517,0.730825391664059,0.862239226533619
298,0.799795917900425,0.730870621283837,0.862280696085274
300,0.799795917900425,0.730811639414802,0.862297391619057
