"rodadas","appetency","churn","upselling"
20,0.806897608899078,0.71144022111172,0.868781452231385
22,0.8078390862979,0.712273913022219,0.868844733690079
24,0.806507519235653,0.711560324088562,0.868686933967548
26,0.808103340586027,0.713381121890158,0.869059890649639
28,0.808364163000281,0.71341871137146,0.870461776921817
30,0.808318404681991,0.714730981556094,0.871045582038622
32,0.808109060375813,0.715367557893913,0.87140642099458
34,0.807516490153954,0.716470793889845,0.87172821394411
36,0.807137840070102,0.717889720407604,0.872391457487785
38,0.805146209266517,0.717712774800501,0.872799420934261
40,0.8042607858076,0.717306930644657,0.872337062361589
42,0.806398843229714,0.717969177847755,0.872191111082388
44,0.806297030971518,0.717860076670318,0.871486128704254
46,0.807175590682691,0.718541577022375,0.871214153073271
48,0.807262531487443,0.719275030316069,0.870935445372213
50,0.805967571079828,0.719924442086528,0.871570952787185
52,0.805154216972218,0.719876767622438,0.872070472386664
54,0.804870515398818,0.722041982866531,0.872105209868245
56,0.805258317146328,0.722011422312627,0.872018231522891
58,0.80715957527129,0.722899512009075,0.872285360063421
60,0.809035666321191,0.723582845994367,0.872122713250437
62,0.814205212330036,0.723955379146456,0.871965452093512
64,0.817178359060948,0.724313854443749,0.871721481874036
66,0.817740042417961,0.724829410988108,0.871675165231928
68,0.81986322838663,0.724573313546393,0.871594380391042
70,0.82074750788759,0.725207750645439,0.871572568484002
72,0.818639193372365,0.725004828567517,0.871220885143345
74,0.818188473937206,0.72649557238695,0.871171606390404
76,0.81861631421322,0.726878496127367,0.871006536032193
78,0.817265299865699,0.72644484186747,0.870714633473791
80,0.815248501987055,0.727091808793616,0.87050028436264
82,0.815001407068287,0.727451200907526,0.87040818964403
84,0.813831138078013,0.727350045474104,0.870209728218253
86,0.813402153844042,0.728246386520106,0.869520364242691
88,0.812933131081567,0.72803215703724,0.869384914992805
90,0.813060110414822,0.72853457254342,0.869114016493033
92,0.812893092553063,0.728758275797997,0.86881834397539
94,0.812056859286308,0.72909138583555,0.868782260079794
96,0.80964082008058,0.729309893795963,0.868675624089824
98,0.809559599065615,0.72900551067908,0.868382105834604
100,0.808445384015247,0.729231047566891,0.868363794604003
102,0.808730229546604,0.729426635111876,0.867945329128213
104,0.808282941985316,0.729955332694414,0.867462235779714
106,0.807688083847542,0.729922938507276,0.867519593016743
108,0.808558635853015,0.730170478993898,0.867479469879103
110,0.808745101000048,0.730300666953528,0.86743638463063
112,0.808027839360848,0.730457748200595,0.86710085825815
114,0.80777273673638,0.730992557893913,0.866804108609294
116,0.807052043223307,0.730828753324988,0.866669467207817
118,0.807978649168686,0.731011505437334,0.866088893484649
120,0.807859677541131,0.731320778242841,0.865861618798956
122,0.808738237252305,0.731662445235487,0.865677967927341
124,0.808906399072021,0.73242829271632,0.865874544373497
126,0.809094008177011,0.732322553199812,0.865593951692819
128,0.809347966843523,0.732314913061336,0.865873467242286
130,0.809441771396018,0.732056370775309,0.865408146558781
132,0.809146630243045,0.732247985448287,0.865138325190221
134,0.808803442855868,0.732714339500861,0.865074774448724
136,0.808345859672965,0.732918484000939,0.864702625615042
138,0.807874548994575,0.732944154866218,0.864411261622246
140,0.808053006435907,0.732990606908152,0.864463502486019
142,0.807810487348969,0.73294354365514,0.864230303578661
144,0.808542620441614,0.733040115005477,0.864167829968375
146,0.808237183667026,0.733181304764513,0.864289007229705
148,0.807721258628303,0.732855529259897,0.86439887461331
150,0.807478739541364,0.733064869054139,0.864180216977311
152,0.806743174574848,0.732998247046628,0.864157597221863
154,0.806259280358928,0.733001303102018,0.863971253522219
156,0.806538406100499,0.73333808040604,0.863971792087825
158,0.806165475806433,0.733362834454702,0.8644344199433
160,0.806110565824485,0.73345268248318,0.864241074890779
162,0.805836015914743,0.733392783797528,0.864322398297271
164,0.804941440792168,0.733335329956188,0.864245383415626
166,0.804918561633023,0.733056006493506,0.864260463252592
168,0.804714937116631,0.733011388084807,0.864469426707684
170,0.804218459363181,0.733195973830386,0.864277697351981
172,0.80422761102684,0.732884867391644,0.863607721738231
174,0.803186609285735,0.73280663237365,0.863679889529423
176,0.803129411387873,0.732961268776404,0.864192065420641
178,0.804062881080995,0.732947210921609,0.864168368533981
180,0.804010259014961,0.733028501994993,0.863919012658446
182,0.803760876180279,0.733015666562353,0.863655384794354
184,0.803520645009255,0.733276042481615,0.863884005894062
186,0.803921030294295,0.732804187529338,0.864109395600134
188,0.804401492636343,0.732793185729933,0.863810222406053
190,0.80420244395178,0.732775460608668,0.863950249463589
192,0.803795194918996,0.732931930644657,0.863850614826496
194,0.803971364444414,0.732518140744797,0.863858154744978
196,0.804099487735627,0.732156914997653,0.863739131746073
198,0.804081184408311,0.732046897003599,0.863753673017432
200,0.80403542609002,0.731817081638241,0.863436457875553
202,0.803794050961039,0.732019392505085,0.863330091168386
204,0.803689950786929,0.731538980597715,0.863105240027919
206,0.803923318210209,0.731616604404631,0.863048152073693
208,0.80328498967006,0.731681392778908,0.862790717714069
210,0.8029761210216,0.731564040251917,0.862449267119924
212,0.802909771460079,0.731075071389454,0.862577984299735
214,0.802477355352236,0.731134970075106,0.862730936931813
216,0.801566764818259,0.731204648138007,0.862834341528148
218,0.801450081106619,0.731160335334846,0.862882273867073
220,0.801440929442961,0.731090962877484,0.862662539099863
222,0.801763525586908,0.731190590283211,0.862585524218218
